"","date.x","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","name","age","gender","race","date.y","cause_of_death","wapo_armed","wapo_threat_level","officer_known_past_shootings","year","mappingPreGF","mappingPostGF","mappingBlackOnlyPreGF","mappingBlackOnlyPostGF"
"140598",2020-06-05,"lapeer, michigan","policing; racism","general protesters","antiracism; against police brutality",1,100,200,150,26087,"2646040",8676,928,77,528,6073,251,44,23,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140599",2020-06-05,"lapeer, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26087,"2646040",8676,928,77,528,6073,251,44,23,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140600",2020-06-05,"port huron, michigan","policing; racism","BLM Port Huron","antiracism; against police brutality",1,300,300,300,26147,"2665820",29025,2312,2274,1961,19152,774,199,59,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140604",2020-06-05,"shelby, michigan","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,26127,"2672840",2427,37,37,116,1341,32,3,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140643",2020-06-05,"frontenac, missouri","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,29189,"2926110",3513,73,67,1124,2510,508,290,157,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140907",2020-06-05,"whitefish, montana","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,30029,"3079825",7714,1,1,2169,5852,598,317,94,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140917",2020-06-05,"chapel hill, north carolina","policing; racism","UNC Black Student orgs; general protesters","antiracism; against police brutality",1,200,1000,600,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140987",2020-06-05,"harrisburg, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,37025,"3729800",15806,2964,2954,3145,9830,1347,113,139,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140988",2020-06-05,"hillsborough, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,37135,"3731620",7115,1489,1294,1467,5130,804,180,227,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140989",2020-06-05,"knightdale, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,37183,"3736080",16001,7059,7021,2908,10805,1103,108,47,856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141033",2020-06-05,"new, north dakota","policing; racism","general protesters","antiracism; against police brutality",1,11,11,11,38061,"3856740",2525,20,20,164,1446,53,31,32,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141076",2020-06-05,"cape may court house, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34009,"3410300",4617,272,238,859,3762,270,162,0,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141077",2020-06-05,"hasbrouck heights, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34003,"3430420",12082,709,694,2310,8570,1109,80,194,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141078",2020-06-05,"hoboken, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,34017,"3432250",53193,1808,1511,20579,40595,8334,2442,1326,3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141081",2020-06-05,"wildwood, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34009,"3481170",5042,350,350,345,3748,182,31,28,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141192",2020-06-05,"bellport, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36103,"3605771",2041,20,20,367,1620,393,75,62,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141200",2020-06-05,"clinton, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,230,215,36065,"3616419",1830,9,9,311,1283,285,51,139,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141201",2020-06-05,"elizabethtown, new york","policing; racism","general protesters","antiracism; against police brutality",1,60,100,80,36031,"3623822",631,19,3,71,518,67,12,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141205",2020-06-05,"fairport, new york","policing; racism","White Coats for Black Lives","Black Lives Matter",1,6,6,6,36055,"3625076",5349,5,5,1101,4067,781,191,138,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141206",2020-06-05,"glens falls, new york","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,36113,"3629333",14340,251,243,1647,10264,1073,210,63,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141207",2020-06-05,"goshen, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36071,"3629542",5344,171,164,868,3810,535,113,44,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141208",2020-06-05,"hornell, new york","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,36101,"3635672",8281,131,127,410,5428,371,33,32,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141209",2020-06-05,"livingston manor, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36105,"3642928",1091,0,0,49,742,5,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141816",2020-06-05,"sag harbor, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36103,"3664485",1905,88,88,454,1588,290,94,59,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141831",2020-06-05,"ashland, ohio","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,39005,"3902568",20390,301,200,2275,12946,1001,136,118,2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141832",2020-06-05,"bay, ohio","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,39035,"3904416",15325,211,173,4328,10689,1798,730,307,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141833",2020-06-05,"bellbrook, ohio","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,39057,"3905102",7212,141,141,1316,5215,939,111,109,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141834",2020-06-05,"bryan, ohio","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,39171,"3909792",8251,62,57,500,5870,282,69,27,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141979",2020-06-05,"maumee, ohio","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,39095,"3948342",13797,355,355,2090,9996,1057,238,175,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141980",2020-06-05,"ontario, ohio","policing; racism","general protester","against Black Lives Matter protesters",2,NA,NA,NA,39139,"3958520",6076,267,261,585,4501,405,91,37,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141981",2020-06-05,"ontario, ohio","policing; racism","general protester","antiracism; against police brutality",1,100,100,100,39139,"3958520",6076,267,261,585,4501,405,91,37,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141982",2020-06-05,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,14,14,14,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141983",2020-06-05,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,65,65,65,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142004",2020-06-05,"enterprise, oregon","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,41063,"4123500",2033,5,5,224,1450,89,11,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142023",2020-06-05,"john day, oregon","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,41023,"4137550",2244,0,0,218,1498,121,38,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142029",2020-06-05,"la grande, oregon","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,41061,"4140350",13310,158,148,1444,8071,390,148,110,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142214",2020-06-05,"troutdale, oregon","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,41051,"4174850",16466,455,455,1894,10910,434,114,55,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142215",2020-06-05,"annville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42075,"4202608",4973,106,28,356,2507,274,15,24,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142217",2020-06-05,"brownsville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,42051,"4209432",2217,196,191,144,1523,93,0,16,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142218",2020-06-05,"camp hill, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,196,196,196,42041,"4211000",7911,248,225,1608,5709,809,357,110,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142221",2020-06-05,"collegeville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,42091,"4215192",5152,466,196,956,2410,359,36,81,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142222",2020-06-05,"corry, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,42049,"4216296",6332,290,283,569,4463,154,0,15,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142223",2020-06-05,"dormont, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,42003,"4219576",8373,272,272,2176,6513,809,113,144,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142224",2020-06-05,"downingtown, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,20,30,25,42029,"4219752",7926,1057,1050,1450,5719,572,34,10,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142226",2020-06-05,"farrell, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,42085,"4225360",4682,2117,2091,279,3125,54,0,5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142236",2020-06-05,"lewisburg, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,80,120,100,42119,"4242976",5723,105,18,504,2718,482,32,333,2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142237",2020-06-05,"narberth, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42091,"4252664",4345,268,268,1004,3066,798,337,215,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142366",2020-06-05,"phoenixville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,42029,"4260120",16895,1535,1518,3753,12354,1485,134,135,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142382",2020-06-05,"ridgway, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,70,100,85,42047,"4264784",3814,115,86,455,2476,116,8,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142384",2020-06-05,"darby, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42045,"4218152",10695,8849,8681,851,6777,296,4,32,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142385",2020-06-05,"warren, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,20,20,20,42123,"4281000",9191,55,44,1115,6896,475,79,64,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142397",2020-06-05,"beaufort, south carolina","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,45013,"4504690",13404,3763,3443,1639,8993,924,309,116,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142418",2020-06-05,"brookings, south dakota","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,46011,"4607580",24108,459,351,3363,11498,1106,203,598,6699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142753",2020-06-05,"flower mound, texas","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,48121,"4826232",76555,3022,2948,20086,49982,8680,1318,919,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142754",2020-06-05,"mansfield, texas","policing; racism","Mansfield High School Black Student Association","antiracism; against police brutality",1,1000,2000,1500,48439,"4846452",69557,13025,12830,12196,43577,4831,801,586,3568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142900",2020-06-05,"moab, utah","policing; racism","general protesters","antiracism; against police brutality",1,400,600,500,49019,"4950700",5268,31,31,583,3626,400,63,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142975",2020-06-05,"petersburg, virginia","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,51730,"5161832",31362,24044,23711,2531,21736,1387,191,194,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143021",2020-06-05,"camas, washington","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,53011,"5309480",23200,184,184,4437,15191,2539,683,342,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143023",2020-06-05,"ellensburg, washington","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,53037,"5321240",20167,312,245,2309,9421,729,176,373,7107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143024",2020-06-05,"fircrest, washington","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,53053,"5323970",6795,363,363,1175,4677,368,163,41,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143025",2020-06-05,"friday harbor, washington","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,53055,"5325615",2426,46,46,367,1747,201,15,27,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143026",2020-06-05,"leavenworth, washington","policing; racism","general protesters","antiracism; against police brutality",1,1300,1300,1300,53007,"5338845",2375,27,27,487,1701,190,37,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143152",2020-06-05,"logan, west virginia","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,54045,"5448148",1852,151,151,152,1236,21,6,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143165",2020-06-05,"rock springs, wyoming","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,56037,"5667235",23319,493,466,2462,14719,1028,296,147,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143167",2020-06-05,"torrington, wyoming","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,56015,"5677530",6675,9,4,661,4592,321,54,89,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143188",2020-06-06,"dillingham, alaska","policing; racism","general protesters","antiracism; against police brutality",1,80,80,80,2070,"0218950",2215,34,33,174,1358,78,69,35,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143202",2020-06-06,"homer, alaska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,2122,"0233140",5709,29,29,824,4157,514,76,82,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143206",2020-06-06,"ketchikan, alaska","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,2130,"0238970",8228,73,73,906,5722,313,70,26,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143209",2020-06-06,"talkeetna, alaska","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,2170,"0274830",1237,11,11,164,789,27,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143212",2020-06-06,"andalusia, alabama","policing; racism","general protesters","antiracism; against police brutality",1,3,3,3,1039,"0101708",8772,2428,2206,856,6011,360,122,71,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143949",2020-06-06,"cupertino, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6085,"0617610",60257,548,534,14086,40969,13499,1634,3051,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143950",2020-06-06,"fortuna, california","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,6023,"0625296",12210,69,69,1310,8278,249,60,9,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144081",2020-06-06,"hollister, california","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,6069,"0634120",38687,296,293,2502,23822,763,192,117,2546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144082",2020-06-06,"hollywood, california","policing; racism","Refuse Facism LA; general protesters","antiracism; against police brutality",1,2000,2000,2000,6037,"0684410",36450,1321,1298,14393,33160,3841,1750,648,1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147949",2020-06-06,"malibu, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6037,"0645246",12620,133,131,3734,9853,1478,775,519,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147950",2020-06-06,"manhattan beach, california","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,6037,"0645400",35500,191,191,10006,24702,5089,2570,915,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147951",2020-06-06,"mill valley, california","policing; racism","general protesters","antiracism; against police brutality",1,600,600,600,6041,"0647710",14330,167,164,4335,10762,2326,1101,466,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147969",2020-06-06,"morro bay, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6079,"0649362",10578,135,135,1808,8113,1112,192,200,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147973",2020-06-06,"oakdale, california","policing; racism","Echo Company; Central Valley Militia","against Black Lives Matter, for protection of property",2,NA,NA,NA,6099,"0652694",22936,68,68,1657,14294,765,249,49,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149018",2020-06-06,"aspen, colorado","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,8097,"0803620",7431,45,45,2651,5740,650,387,120,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149272",2020-06-06,"dolores, colorado","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,8083,"0820770",825,0,0,123,519,35,36,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149281",2020-06-06,"montrose, colorado","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,8085,"0851745",19238,21,16,2679,13645,841,182,94,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149283",2020-06-06,"derby, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9009,"0919480",12485,1108,1105,1339,9239,320,152,56,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149284",2020-06-06,"durham, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9007,"0920740",2752,2,2,396,2106,301,82,40,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149285",2020-06-06,"greenwich, connecticut","policing; racism","Indivisible Greenwich","antiracism; against police brutality",1,600,600,600,9001,"0933690",13287,1022,1019,2919,9451,1947,603,227,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
